Tijd,Versnelling 1,Versnelling 2
0.007152143042860857,0.978703581349568,14.999999992198237
0.007152743054861097,0.97676476284597,15.000000001606033
0.007153343066861337,0.9748291441146046,15.000000001606033
0.007153943078861576,0.9728966191905227,15.000000061410875
0.0071545430908618165,0.9709670660861902,14.99999993241508
0.007155143102862057,0.9690409218953585,14.999999992198237
0.007155743114862297,0.9671176505226179,15.000000020427406
0.007156343126862537,0.9651977295046607,14.999999992198237
0.007156943138862777,0.9632807447539278,14.999999992192455
0.007157543150863017,0.9613669409540542,15.000000020433188
0.007158143162863256,0.9594563250798758,15.00000004273984
0.0071587431748634965,0.9575486057168633,14.999999941672534
0.007159343186863737,0.9556442388147769,15.000000001606033
0.007159943198863977,0.953742801206466,15.000000001606033
0.007160543210864217,0.951844506888921,14.99999998278466
0.007161143222864457,0.9499494123609554,15.000000029840983
0.007161743234864697,0.9480572352730586,14.999999992198237
0.007162343246864937,0.9461682767729855,14.99999998278466
0.007162943258865176,0.9442823744663195,15.000000071142479
0.0071635432708654165,0.942399425094507,14.99999993209127
0.007164143282865657,0.9405197152900528,15.00000001101961
0.007164743294865897,0.938642991226147,15.000000001606033
0.007165343306866137,0.936769429285945,14.999999992198237
0.007165943318866377,0.9348988600886518,15.000000001606033
0.007166543330866617,0.9330313777237869,15.000000001606033
0.007167143342866856,0.9311669327309369,15.000000061885022
0.0071677433548670965,0.9293055159411245,14.99999993194093
0.007168343366867337,0.9274472069921679,15.00000001101961
0.007168943378867577,0.925591959057688,14.99999998278466
0.007169543390867817,0.9237397038545524,15.000000011013828
0.007170143402868057,0.9218905731381564,15.00000001101961
0.007170743414868297,0.9200443598618291,14.999999992198237
0.007171343426868537,0.9182012898878322,15.00000001101961
0.0071719434388687765,0.9163612761361136,15.000000024415744
0.007172543450869017,0.9145241023159199,14.999999969404426
0.007173143462869257,0.9126901304781203,15.000000001611815
0.007173743474869497,0.9108591255421491,14.999999992192455
0.007174343486869737,0.9090311509802687,14.999999992198237
0.007174943498869977,0.9072062067924789,15.000000001606033
0.007175543510870217,0.9053842365088779,15.000000020427406
0.007176143522870456,0.9035653412746922,15.000000024571866
0.0071767435348706965,0.9017493235859033,14.999999959846292
0.007177343546870937,0.8999363385160423,15.000000011013828
0.007177943558871177,0.8981265273831155,14.99999998278466
0.007178543570871417,0.8963195207446709,15.00000001101961
0.007179143582871657,0.8945155444976641,15.000000001606033
0.007179743594871897,0.8927146174345567,14.999999992198237
0.007180343606872136,0.8909166524868245,15.000000062364952
0.007180943618872377,0.8891215392248129,14.999999870678952
0.007181543630872617,0.8873296749417311,15.000000132579373
0.007182143642872857,0.885540490668014,14.99999994082832
0.007182743654873097,0.8837544966443708,14.999999992192455
0.007183343666873337,0.8819713753925602,15.000000001606033
0.007183943678873577,0.8801911715692539,15.000000001611815
0.007184543690873817,0.8784140357801318,15.000000001606033
0.0071851437028740564,0.8766398432792085,15.000000071946218
0.007185743714874297,0.8748684083167253,14.999999851516423
0.007186343726874537,0.8731003165209081,15.000000132920528
0.007186943738874777,0.8713347352496411,14.999999931241273
0.007187543750875017,0.8695723819232146,15.00000001101961
0.007188143762875257,0.8678128637085273,15.000000001606033
0.007188743774875497,0.866056338219402,15.000000001611815
0.007189343786875736,0.8643027560473692,15.00000006268876
0.007189943798875977,0.8625518749034516,14.999999870031335
0.007190543810876217,0.860804355799543,15.000000123813411
0.007191143822876457,0.8590593283526059,14.999999940504512
0.007191743834876697,0.8573174347667545,15.000000011013828
0.007192343846876937,0.8555784515723532,14.999999982790442
0.007192943858877177,0.853842348175274,15.000000011013828
0.007193543870877417,0.8521091810396371,14.999999973376864
0.0071941438828776565,0.8503789195841083,15.000000091097181
0.0071947438948778974,0.848651359116279,14.999999869684396
0.007195343906878137,0.8469271419363924,15.000000114746772
0.007195943918878377,0.8452053598858127,14.999999959152415
0.007196543930878617,0.8434867305465832,14.99999998278466
0.007197143942878857,0.841770936301746,15.00000001101961
0.007197743954879097,0.8400580030386403,14.999999973376864
0.007198343966879336,0.8383479942769985,15.000000091247522
0.007198943978879577,0.8366407052955702,14.999999878791513
0.0071995439908798175,0.8349365831945237,15.000000034779065
0.007200144002880057,0.8332352067646579,15.000000091311126
0.007200744014880297,0.8315364889395389,14.999999911922623
0.007201344026880537,0.8298408791690788,15.000000001611815
0.007201944038880777,0.8281480668329175,15.000000011013828
0.007202544050881016,0.8264582166582966,15.000000063168692
0.007203144062881257,0.8247708227184565,14.999999887898628
0.0072037440748814975,0.8230868404004045,15.000000034935187
0.007204344086881737,0.8214054154993243,15.000000063232298
0.007204944098881977,0.8197267244885184,14.999999958822825
0.007205544110882217,0.8180510850740166,14.99999998278466
0.007206144122882458,0.8163781042597081,14.999999949329741
0.007206744134882697,0.814708238614616,15.000000134400796
0.007207344146882937,0.8130409279370541,14.999999921093345
0.007207944158883177,0.8113764877484956,14.999999992198237
0.0072085441708834175,0.8097149767322843,15.000000011013828
0.007209144182883658,0.8080562137580001,15.000000001606033
0.007209744194883898,0.8064003117654471,15.000000001611815
0.007210344206884138,0.8047471954517854,14.999999992192455
0.007210944218884378,0.8030968648285796,15.00000001101961
0.007211544230884617,0.8014494775570692,15.000000054078923
0.007212144242884857,0.7998046100112135,14.999999930333454
0.0072127442548850975,0.7981628317564206,15.000000020433188
0.007213344266885338,0.7965237003418111,14.999999992192455
0.007213944278885578,0.794887411075995,14.999999973376864
0.007214544290885818,0.7932539263220081,15.000000039248778
0.007215144302886058,0.7916231519672016,14.99999998278466
0.007215744314886297,0.7899953397970119,15.000000073056418
0.007216344326886537,0.7883700096692874,14.999999901948161
0.0072169443388867775,0.7867477124089652,15.000000039248778
0.007217544350887018,0.7851280807928529,14.999999992198237
0.007218144362887258,0.783511272509943,14.999999992198237
0.007218744374887498,0.7818971746204313,15.000000001606033
0.007219344386887738,0.7802858812369665,14.99999998278466
0.007219944398887977,0.7786773806573071,15.000000092028131
0.007220544410888217,0.7770714750310385,14.999999911205618
0.007221144422888457,0.7754684893554807,15.000000029840983
0.0072217444348886975,0.7738682069610971,14.99999998278466
0.007222344446888938,0.7722706914300138,14.999999992198237
0.007222944458889178,0.7706758298339911,15.000000020427406
0.007223544470889418,0.7690837915711708,14.999999992198237
0.007224144482889658,0.7674945013387129,14.999999992192455
0.007224744494889897,0.7659079286361135,15.000000054558853
0.007225344506890137,0.7643239696736213,14.999999958088473
0.0072259445188903775,0.7627428930479865,14.99999998278466
0.007226544530890618,0.7611644255850948,15.000000020433188
0.007227144542890858,0.7595888755680541,14.999999992192455
0.007227744554891098,0.758015697148128,14.999999992198237
0.007228344566891338,0.7564455867450394,15.00000001101961
0.007228944578891577,0.7548780809319888,15.000000054709194
0.007229544590891817,0.7533130194551534,14.999999929703183
0.0072301446028920574,0.7517510285404567,15.00000001101961
0.0072307446148922976,0.7501914962175169,15.000000011013828
0.007231344626892538,0.7486348060433706,14.99999998278466
0.007231944638892778,0.7470807133343826,15.000000001611815
0.007232544650893018,0.7455293498459485,15.000000001606033
0.007233144662893258,0.7439807343994413,15.000000001606033
0.007233744674893497,0.7424346670788347,15.00000006429624
0.007234344686893737,0.7408913075821402,14.99999993893751
0.0072349446988939775,0.739350679874412,14.999999992198237
0.007235544710894218,0.7378127554420758,15.000000001606033
0.007236144722894458,0.736277447290489,15.000000001606033
0.007236744734894698,0.7347447554254339,15.000000001611815
0.007237344746894938,0.7332148304178969,14.999999992192455
0.007237944758895177,0.7316875100234939,15.000000073860157
0.007238544770895417,0.7301627844901006,14.99999993878717
0.0072391447828956575,0.7286408095959429,14.99999998278466
0.007239744794895898,0.7271214438471816,15.000000020427406
0.007240344806896138,0.7256047696820097,14.999999982790442
0.007240944818896378,0.7240906553219028,15.000000011013828
0.007241544830896618,0.7225792325453854,14.999999992198237
0.007242144842896857,0.7210705273102261,15.000000083418293
0.007242744854897097,0.7195641534137526,14.999999910407661
0.007243344866897337,0.7180607936788542,15.000000001606033
0.0072439448788975775,0.7165597984057172,15.00000001101961
0.007244544890897818,0.7150615323415693,15.000000001606033
0.007245144902898058,0.7135658825755178,15.000000001606033
0.0072457449148983,0.7120726653730505,14.999999875364056
0.007246344926898538,0.7105826110752863,15.000000244679299
0.007246944938898777,0.7090945108819452,14.999999929117726
0.007247544950899017,0.7076092321367823,14.999999947876939
0.0072481449628992575,0.7061267274144272,15.000000001606033
0.007248744974899498,0.7046466059578598,15.000000001611815
0.007249344986899738,0.7031692701917481,14.999999992192455
0.007249944998899978,0.7016944189452085,15.000000001606033
0.007250545010900218,0.7002220898783341,14.999999992198237
0.007251145022900457,0.6987525724885637,15.000000074334306
0.007251745034900697,0.6972853863797203,14.999999928899443
0.0072523450469009374,0.6958208756881771,15.000000020433188
0.0072529450589011776,0.6943590305830207,14.999999992192455
0.007253545070901418,0.6928995947350723,14.99999998278466
0.007254145082901658,0.6914428880903307,15.00000001101961
0.007254745094901899,0.6899885458832239,14.999999938164127
0.007255345106902138,0.6885371309664261,15.000000119083493
0.007255945118902377,0.6870879012293092,15.000000011064424
0.007256545130902617,0.6856412761148419,14.999999938139553
0.0072571451429028575,0.6841973757464246,14.999999973371082
0.007257745154903098,0.682755915090568,15.000000029840983
0.007258345166903338,0.6813170518998698,14.999999992198237
0.00725894517890358,0.6798805647740352,14.999999874409978
0.007259545190903818,0.6784471842619739,15.000000256001034
0.007260145202904057,0.6770154940835743,14.999999909816422
0.007260745214904297,0.6755868513543895,14.99999997563196
0.0072613452269045375,0.674160681494429,14.999999973376864
0.007261945238904778,0.6727369513585937,15.000000011013828
0.007262545250905018,0.6713158939734101,15.000000001611815
0.007263145262905258,0.6698971517096565,14.999999973371082
0.007263745274905499,0.66848103737123,14.999999975483066
0.007264345286905737,0.667067650545659,15.000000174117941
0.007264945298905977,0.6656562506567062,14.999999864652354
0.007265545310906217,0.6642477432302324,15.00000001101961
0.0072661453229064575,0.6628417247756984,15.000000001606033
0.007266745334906698,0.6614380402813147,14.99999998278466
0.007267345346906938,0.6600370473589557,15.000000020433188
0.00726794535890718,0.6586382798958419,14.999999864348784
0.007268545370907418,0.6572425438706876,15.000000257296268
0.007269145382907657,0.6558486486057773,14.999999928319768
0.007269745394907897,0.6544574620516211,14.9999999470732
0.0072703454069081375,0.6530688989723386,14.99999998278466
0.007270945418908378,0.6516827003027766,15.000000020427406
0.007271545430908618,0.6502990426226888,15.000000001606033
0.00727214544290886,0.6489175915805008,14.99999984522673
0.007272745454909098,0.6475392661235306,15.00000028613836
0.007273345466909337,0.6461626496136564,14.99999991875585
0.007273945478909577,0.6447887983017853,14.999999937509282
0.0072745454909098175,0.6434174951908452,15.000000001606033
0.007275145502910058,0.642048537656688,15.000000001606033
0.007275745514910298,0.6406820646478849,15.000000001606033
0.007276345526910538,0.6393180573546274,15.000000001611815
0.007276945538910779,0.6379563956314482,14.99999992794681
0.007277545550911017,0.6365974803232735,15.000000194373323
0.007278145562911257,0.6352404953259132,14.999999873111852
0.007278745574911497,0.6338863088112878,14.999999992192455
0.0072793455869117375,0.6325345547640064,15.000000029840983
0.007279945598911978,0.6311850593855999,14.99999998278466
0.007280545610912218,0.629838067359703,14.99999998278466
0.00728114562291246,0.6284934701565864,14.999999872808282
0.007281745634912698,0.6271516410307173,15.000000268618003
0.007282345646912937,0.6258116148144007,14.99999994666121
0.007282945658913177,0.6244742409256703,14.9999999183641
0.0072835456709134175,0.6231394717250907,15.00000001101961
0.007284145682913658,0.6218069351441426,15.00000001101961
0.007284745694913898,0.6204768642845224,14.999999973371082
0.007285345706914138,0.61914910854055,15.00000001101961
0.007285945718914379,0.6178238112949247,14.999999937030797
0.007286545730914617,0.6165011099683712,15.000000195350532
0.007287145742914857,0.6151802447013536,14.999999872458453
0.0072877457549150974,0.6138623285978627,14.999999992198237
0.0072883457669153376,0.6125465061307384,15.00000001101961
0.007288945778915578,0.6112331493849419,14.99999998278466
0.007289545790915818,0.6099221642246953,15.000000001606033
0.007290145802916059,0.6086134681531026,14.999999936880458
0.007290745814916298,0.6073074360919676,15.000000140472206
0.007291345826916537,0.6060033630593723,15.000000001650845
0.007291945838916777,0.6047018570704025,14.999999936855883
0.0072925458509170175,0.6034027371235984,14.99999998278466
0.007293145862917258,0.6021059250877013,15.00000001101961
0.007293745874917498,0.6008114846489189,15.000000001606033
0.00729434588691774,0.5995192319400713,14.999999871854204
0.007294945898917978,0.5982299733555152,15.000000251704789
0.007295545910918217,0.5969421221716787,14.999999927359907
0.007296145922918457,0.5956571304777448,14.999999946119122
0.0072967459349186975,0.594374442318383,15.000000001611815
0.007297345946918938,0.5930941185340479,14.99999998278466
0.007297945958919178,0.5918159969429033,15.000000029840983
0.007298545970919418,0.5905402657702465,14.999999992192455
0.007299145982919659,0.589266880138827,14.999999917735275
0.007299745994919897,0.5879959587576533,15.000000206192336
0.007300346006920137,0.5867269485598107,14.999999871504373
0.007300946018920377,0.585460624153397,15.000000001606033
0.0073015460309206175,0.58419648744974,14.99999998278466
0.007302146042920858,0.5829346847120156,15.000000020433188
0.007302746054921098,0.5816751406316014,15.000000001606033
0.00730334606692134,0.5804178219065771,14.999999861793007
0.007303946078921578,0.5791632903573071,15.000000243592227
0.007304546090921817,0.57791037311679,14.999999945857471
0.007305146102922057,0.5766600142762439,14.999999945795313
0.0073057461149222975,0.5754121283799485,14.999999992198237
0.007306346126922538,0.574166305687796,15.000000001606033
0.007306946138922778,0.5729228922355047,15.000000001606033
0.007307546150923018,0.5716817374520883,15.000000001606033
0.007308146162923258,0.5704428036774531,15.000000001606033
0.007308746174923497,0.569206286411848,15.000000048186763
0.007309346186923737,0.5679717237051817,14.99999994563919
0.0073099461989239774,0.5667397990562142,15.00000001101961
0.0073105462109242176,0.565509975231007,14.99999998278466
0.007311146222924458,0.5642823912475191,15.00000001101961
0.007311746234924698,0.5630570847600617,15.000000001606033
0.007312346246924939,0.5618340484936941,14.999999926668924
0.007312946258925178,0.5606133752054726,15.00000012325253
0.007313546270925417,0.5593947737296084,15.00000002047222
0.007314146282925657,0.5581784193456557,14.999999917236552
0.0073147462949258975,0.5569643946090691,15.000000020427406
0.007315346306926138,0.5557526212730114,14.99999998278466
0.007315946318926378,0.5545430689630819,15.00000001101961
0.00731654633092662,0.5533356102185316,14.999999860833148
0.007317146342926858,0.5521308634970005,15.000000254913962
0.007317746354927097,0.5509276555965446,14.999999945383324
0.007318346366927337,0.5497270626584781,14.999999935907587
0.0073189463789275775,0.5485286603498066,14.999999992198237
0.007319546390927818,0.5473324529833264,15.000000001606033
0.007320146402928058,0.5461385230955298,15.000000001606033
0.007320746414928298,0.544946626008564,15.000000001606033
0.007321346426928539,0.5437570744339898,14.999999945166488
0.007321946438928777,0.5425699496112094,15.00000018036282
0.007322546450929017,0.5413844533797214,14.999999879316256
0.007323146462929257,0.5402016431303467,14.999999973371082
0.0073237464749294975,0.5390208511451109,15.000000029840983
0.007324346486929738,0.5378422989958122,14.999999992198237
0.007324946498929978,0.5366658925871485,14.999999992192455
0.00732554651093022,0.535491598530595,14.999999879012686
0.007326146522930458,0.534319941309712,15.000000256214978
0.007326746534930697,0.5331498227828226,14.999999935645937
0.007327346546930937,0.5319822063421236,14.999999944991574
0.0073279465589311775,0.5308166864297097,14.999999992192455
0.007328546570931418,0.5296534743819445,15.000000001606033
0.007329146582931658,0.5284922951292279,14.999999992198237
0.007329746594931898,0.5273333180697017,15.000000001606033
0.007330346606932138,0.5261765996790504,15.000000020433188
0.007330946618932377,0.525021883727153,15.000000030157565
0.007331546630932617,0.5238694422340626,14.999999963662606
0.0073321466429328574,0.5227189612696452,14.99999998278466
0.007332746654933098,0.5215709199079249,15.000000001611815
0.007333346666933338,0.5204248548886979,15.000000011013828
0.007333946678933578,0.519280916771386,15.000000001611815
0.007334546690933819,0.5181391359238583,14.999999907038028
0.007335146702934057,0.5169997819204933,15.000000238266733
0.007335746714934297,0.5158619998825813,14.999999831300071
0.007336346726934537,0.5147267157228396,15.000000020433188
0.0073369467389347775,0.5135935439051917,14.999999992192455
0.007337546750935018,0.5124624425311213,15.000000001606033
0.007338146762935258,0.5113334304220015,15.000000001611815
0.0073387467749355,0.5102065118205628,14.999999868639247
0.007339346786935738,0.509082154884728,15.000000258123137
0.007339946798935977,0.507959185892832,14.999999944579585
0.007340546810936217,0.5068387002409228,14.999999925696052
0.0073411468229364575,0.5057203299675471,15.000000001606033
0.007341746834936698,0.5046040981259845,15.00000001101961
0.007342346846936938,0.5034898426269152,14.99999998278466
0.007342946858937178,0.5023777704938809,14.999999992192455
0.007343546870937419,0.501267705042322,14.9999999725977
0.007344146882937657,0.5001600100285314,15.00000017336046
0.007344746894937897,0.49905392451898095,14.999999858887405
0.007345346906938137,0.49795031815291313,15.00000001101961
0.0073459469189383775,0.49684861705913935,15.00000001101961
0.007346546930938618,0.49574911815277367,14.99999998278466
0.007347146942938858,0.4946515767675281,14.999999992192455
0.007347746954939099,0.4935560985163244,14.999999944212409
0.007348346966939338,0.4924629646066311,15.000000144629677
0.007348946978939577,0.4913715070062325,14.99999999224305
0.007349546990939817,0.4902822965498842,14.999999925366462
0.0073501470029400575,0.4891951711323387,15.00000001101961
0.007350747014940298,0.4881100900455221,14.999999992192455
0.007351347026940538,0.4870270229265986,15.000000001611815
0.007351947038940778,0.4859460827211547,15.000000001606033
0.007352547050941018,0.4848671376622305,15.000000011013828
0.007353147062941257,0.4837903268263074,15.00000004978846
0.007353747074941497,0.48271535746520844,14.999999934629699
0.0073543470869417375,0.481642555748781,15.000000001606033
0.007354947098941978,0.4805718548214201,15.00000001101961
0.007355547110942218,0.47950313022498803,14.999999992192455
0.007356147122942458,0.47843645723919553,15.000000001606033
0.007356747134942698,0.47737172295314984,14.99999998278466
0.007357347146942937,0.4763091981640229,15.000000096995123
0.007357947158943177,0.47524840190993745,14.999999915652204
0.007358547170943417,0.47418996154893933,15.000000001611815
0.0073591471829436575,0.4731333207945592,15.000000001606033
0.007359747194943898,0.4720787693224767,15.000000001606033
0.007360347206944138,0.4710262129853494,14.999999992198237
0.007360947218944378,0.4699756518120887,15.000000011013828
0.007361547230944618,0.4689271422610322,14.99999998278466
0.007362147242944857,0.46788067282030504,15.000000078347218
0.007362747254945097,0.4668359695342612,14.999999943713686
0.0073633472669453375,0.4657935092246173,14.999999973371082
0.007363947278945578,0.4647529991041423,15.000000039254562
0.007364547290945818,0.463714390029103,14.999999963963287
0.007365147302946058,0.46267785139185874,15.00000001101961
0.007365747314946298,0.4616433079069166,15.000000020427406
0.007366347326946537,0.4606106916156182,15.000000050262608
0.007366947338946777,0.4595799355743259,14.999999915328395
0.0073675473509470174,0.45855146016373427,15.00000001101961
0.0073681473629472576,0.4575247090742675,15.000000011013828
0.007368747374947498,0.45649997195847614,14.999999992198237
0.007369347386947738,0.4554773241076355,15.000000001606033
0.007369947398947978,0.45445650201095505,15.000000001606033
0.007370547410948219,0.4534375924484768,14.99999992456995
0.007371147422948457,0.4524210346582393,15.000000213929049
0.007371747434948697,0.45140582259002865,14.999999866346567
0.0073723474469489375,0.45039299575489433,14.999999992198237
0.007372947458949178,0.44938196120599133,15.000000001606033
0.007373547470949418,0.44837299709488354,14.999999992192455
0.007374147482949658,0.44736580226803385,15.00000001101961
0.007374747494949898,0.4463606967176995,15.00000001101961
0.007375347506950137,0.44535749952804893,15.000000041178621
0.007375947518950377,0.44435606845845305,14.999999943233755
0.0073765475309506175,0.44335680511442527,15.00000001101961
0.007377147542950858,0.4423593413654509,14.999999973371082
0.007377747554951098,0.4413639104230897,15.000000029840983
0.007378347566951338,0.4403702299378311,14.99999998278466
0.007378947578951578,0.43937863872330546,15.00000001101961
0.007379547590951819,0.4383887529847686,14.999999924240358
0.007380147602952057,0.437401275534546,15.000000196084883
0.007380747614952297,0.4364149178516804,14.999999875106745
0.0073813476269525375,0.435431152517906,15.000000001606033
0.007381947638952778,0.43444901004330966,14.999999992198237
0.007382547650953018,0.43346876861414896,15.00000001101961
0.007383147662953258,0.4324905411586636,15.000000001606033
0.007383747674953499,0.4315139815364303,14.999999914676442
0.007384347686953739,0.43053966496633805,15.000000069692568
0.007384947698953977,0.42956709151045075,15.000000147322782
0.0073855477109542175,0.4285961377020833,14.999999855932652
0.007386147722954458,0.42762737367355885,15.000000001611815
0.007386747734954698,0.42666043953931854,14.999999992192455
0.007387347746954938,0.4256953499863941,15.000000020433188
0.007387947758955178,0.42473214264596737,14.999999992192455
0.007388547770955419,0.42377081017969226,14.999999933324345
0.007389147782955657,0.42281152842446623,15.000000197067873
0.0073897477949558974,0.42185364868213204,14.999999865039767
0.0073903478069561376,0.42089804138332404,15.000000001606033
0.007390947818956378,0.4199442451458623,15.00000001101961
0.007391547830956618,0.4189921429071656,14.99999998278466
0.007392147842956858,0.41804205464214417,15.00000001101961
0.007392747854957099,0.4170937094901065,14.999999923760429
0.007393347866957339,0.4161473439082892,15.000000060608581
0.007393947878957577,0.4152029096486066,15.000000157383976
0.0073945478909578175,0.41425985031241597,14.999999855285035
0.007395147902958058,0.41331905609356057,15.000000001606033
0.007395747914958298,0.41238005410889583,14.999999992198237
0.007396347926958538,0.41144280258133364,15.000000001606033
0.007396947938958779,0.4105073318152936,14.999999933023666
0.007397547950959019,0.4095739535534768,15.000000079580293
0.007398147962959259,0.4086421154749774,14.999999973376864
0.0073987479749594975,0.4077123510735376,15.00000016713871
0.007399347986959738,0.4067840671456632,14.9999998455303
0.007399947998959978,0.4058578601387164,15.000000011013828
0.007400548010960218,0.4049334641815513,14.999999973376864
0.007401148022960458,0.4040108375086443,15.000000029840983
0.007401748034960699,0.40308991630021246,14.99999992343662
0.007402348046960939,0.40217108761332937,15.000000070340185
0.007402948058961179,0.40125378025948955,15.000000001611815
0.0074035480709614175,0.4003385466115995,15.0000001298429
0.007404148082961658,0.39942471811134833,14.999999854591158
0.007404748094961898,0.3985129853938528,15.00000001101961
0.007405348106962138,0.3976030448874188,14.999999992192455
0.007405948118962379,0.39669475336978477,14.99999995152123
0.007406548130962619,0.3957884602668146,15.000000051674933
0.007407148142962859,0.3948837449725814,15.000000001606033
0.0074077481549630975,0.3939810469201597,15.000000148970736
0.007408348166963338,0.3930797163437556,14.999999844876902
0.007408948178963578,0.39218053804312014,15.000000011013828
0.007409548190963818,0.39128303900795963,14.999999992198237
0.007410148202964058,0.3903873280842128,15.00000001101961
0.007410748214964299,0.3894932285007474,14.99999992311281
0.007411348226964539,0.38860120264632975,15.000000070669776
0.007411948238964779,0.3877106981018458,15.000000011013828
0.007412548250965018,0.38682217317375306,15.000000121082723
0.007413148262965258,0.3859349027645681,14.99999986335712
0.007413748274965498,0.3850499540581844,15.000000001606033
0.007414348286965738,0.384166552856098,15.000000011013828
0.007414948298965979,0.3832848006312664,14.99999993237605
0.007415548310966219,0.3824049715644783,15.000000051998741
0.007416148322966459,0.3815268332057747,15.000000001606033
0.007416748334966699,0.3806503585755168,15.00000001101961
0.007417348346966938,0.37977583737361154,15.000000130837456
0.007417948358967178,0.3789026271316454,14.9999998630044
0.007418548370967418,0.3780314939319544,15.000000001611815
0.007419148382967659,0.3771620514172276,14.999999932219927
0.007419748394967899,0.3762943438641406,15.000000052149081
0.007420348406968139,0.37542828935327127,15.000000029840983
0.007420948418968379,0.3745639738621231,14.99999998278466
0.007421548430968618,0.3737015553467547,15.000000131143917
0.007422148442968858,0.3728404289352935,14.999999881525094
0.007422748454969098,0.37198139842215694,14.999999992192455
0.007423348466969338,0.3711239342115618,15.000000001611815
0.007423948478969579,0.37026823190648,14.999999922632881
0.007424548490969819,0.3694142833843913,15.000000071143925
0.007425148502970059,0.36856191260747256,14.999999992198237
0.007425748514970299,0.36771129968321287,15.00000001101961
0.007426348526970538,0.36686252727059326,15.000000150312228
0.007426948538970778,0.36601502812320025,14.999999862356782
0.007427548550971018,0.36516970017116984,14.999999973371082
0.007428148562971259,0.36432572410205627,14.999999941303914
0.007428748574971499,0.36348378414808247,15.000000080713624
0.007429348586971739,0.3626432148868342,14.999999992192455
0.007429948598971979,0.3618044599539294,14.999999992198237
0.007430548610972219,0.36096736135969615,15.000000001606033
0.007431148622972458,0.3601320656516839,15.000000160072744
0.007431748634972698,0.3592980996557101,14.999999833774893
0.007432348646972938,0.35846609783153793,15.00000001101961
0.007432948658973179,0.357635673735207,14.999999922309073
0.007433548670973419,0.3568070599090818,15.000000099702683
0.007434148682973659,0.35597996734667803,14.999999963963287
0.007434748694973899,0.35515450088153805,15.000000001606033
0.007435348706974138,0.3543308937667221,15.00000017920058
0.007435948718974378,0.35350854105535595,14.999999824060636
0.007436548730974618,0.3526882654613611,15.000000001606033
0.007437148742974859,0.35186937938148316,14.9999999503879
0.007437748754975099,0.35105232239316747,15.00000005280248
0.007438348766975339,0.3502368807638834,14.999999992198237
0.007438948778975579,0.3494229334880324,15.00000001101961
0.007439548790975819,0.3486107743178128,15.000000020427406
0.007440148802976058,0.3478002862899479,15.000000113664036
0.007440748814976298,0.346991090267841,14.999999861362227
0.007441348826976539,0.34618390755495043,14.999999940823983
0.007441948838976779,0.3453782756490491,15.00000005295282
0.007442548850977019,0.3445742026322855,15.000000020433188
0.007443148862977259,0.34377173689719465,14.999999992192455
0.007443748874977499,0.3429709839764598,15.000000001611815
0.0074443488869777395,0.3421717744835037,15.000000001606033
0.007444948898977978,0.34137438670965226,15.000000142245925
0.007445548910978218,0.34057804624639637,14.999999832774556
0.007446148922978459,0.33978386966911617,14.999999968891247
0.007446748934978699,0.3389912439219358,15.00000005312629
0.007447348946978939,0.3382000264582224,14.999999992198237
0.007447948958979179,0.33741054804314163,15.000000011013828
0.007448548970979419,0.33662257539574614,14.99999998278466
0.0074491489829796595,0.3358362402887781,15.000000020433188
0.007449748994979898,0.33505172691246105,15.000000133179286
0.007450349006980139,0.3342681216548651,14.999999790148916
0.007450949018980379,0.3334869169714037,15.000000062690207
0.007451549030980619,0.33270689871050435,15.00000001101961
0.007452149042980859,0.33192850657578027,15.000000001606033
0.007452749054981099,0.33115167667286133,14.999999992198237
0.0074533490669813395,0.3303765219531164,15.000000001606033
0.007453949078981578,0.32960300074449156,15.000000142899324
0.007454549090981819,0.32883057586257775,14.999999789692115
0.007455149102982059,0.3280603633583811,15.000000062840547
0.007455749114982299,0.3272914501934294,15.00000001101961
0.007456349126982539,0.3265239937565112,15.000000001606033
0.007456949138982779,0.32575826894953996,14.999999973371082
0.0074575491509830194,0.3249940122848543,15.000000029840983
0.0074581491629832596,0.3242313178635384,14.99999998278466
0.007458749174983498,0.3234704451786223,15.000000152654058
0.007459349186983739,0.3227104805778172,14.999999779763913
0.007459949198983979,0.3219527660205696,15.000000063014015
0.007460549210984219,0.32119623787433615,15.00000001101961
0.007461149222984459,0.3204413358369311,15.00000001101961
0.007461749234984699,0.3196879772215225,14.99999998278466
0.0074623492469849395,0.31893612438536373,15.000000020427406
0.00746294925898518,0.3181858149654192,14.999999973376864
0.007463549270985419,0.3174372446061307,15.000000082007412
0.007464149282985659,0.31668981898439835,14.999999930634132
0.007464749294985899,0.31594424135021293,15.000000001611815
0.007465349306986139,0.3152000679697254,15.000000001606033
0.007465949318986379,0.3144574380112342,14.999999992192455
0.0074665493309866195,0.3137163326533663,15.000000001611815
0.00746714934298686,0.3129767895330858,15.000000001606033
0.007467749354987098,0.31223880466151127,15.000000134480302
0.007468349366987339,0.311501991338661,14.999999807021656
0.007468949378987579,0.31076716460055365,15.000000072751401
0.007469549390987819,0.3100335807144672,14.999999963963287
0.007470149402988059,0.30930160411583585,15.000000020427406
0.007470749414988299,0.3085710768323346,15.000000020433188
0.0074713494269885395,0.30784209297082976,14.99999998278466
0.007471949438988779,0.3071146223019222,15.000000063486718
0.007472549450989019,0.3063885033999243,14.999999949160609
0.007473149462989259,0.3056641007531924,14.99999998278466
